img,figure,caption
77EC58A5-25FD-4477-A74E-421333312514.jpeg, Figure 1, Rejoignez l'espace Tech Twitter sur Qu'est-ce que Streamlit ? (Hébergé par Francesco Ciulla) disponible sur https://twitter.com/i/spaces/1dRJZlbglXMKB
